Target;Item;Condition;Sentence;Target_long;Completion;Part;Cloze;Cloze_Balanced;Association_Noun;Association_Verb;Association_MainVerb;Stimulus_tf;Prime;secretgpt2_surp;leo13b_surp;secretgpt2_bpe_split;leo13b_bpe_split
Bett;74;C;Zuerst fälschte der Hotelangestellte, nachdem er den Bezug entfaltet hatte,;das Bett;und das Kissen.;0;0.08;0;6.9;4.7;1.2;Zuerst fälschte der Hotelangestellte , nachdem er den Bezug entfaltet hatte , das Bett;Bezug;8.39559268951416;3.224426679313183;0;1
Bett;74;D;Zuerst fälschte der Hotelangestellte, nachdem er den Hamburger verspeist hatte,;das Bett;und das Kissen.;0;0.0;0;1.1;1.8;1.2;Zuerst fälschte der Hotelangestellte , nachdem er den Hamburger verspeist hatte , das Bett;Hamburger;11.298504829406738;6.250685334205627;0;1
Ziel;75;A;Augenblicklich erreicht der Sprinter, der das Rennen gewinnt,;das Ziel;und durchtrennt die Ziellinie.;1;0.92;0;6.0;5.8;6.6;Augenblicklich erreicht der Sprinter , der das Rennen gewinnt , das Ziel;Rennen;2.2909419536590576;0.1104884222149849;0;0
Ziel;75;B;Augenblicklich erreicht der Sprinter, der den Wind genießt,;das Ziel;und durchtrennt die Ziellinie.;1;0.75;0;1.9;2.7;6.6;Augenblicklich erreicht der Sprinter , der den Wind genießt , das Ziel;Wind;2.481435775756836;2.510098934173584;0;0
Ziel;75;C;Augenblicklich reinigt der Sprinter, der das Rennen gewinnt,;das Ziel;und durchtrennt die Ziellinie.;1;0.0;0;6.0;5.8;1.9;Augenblicklich reinigt der Sprinter , der das Rennen gewinnt , das Ziel;Rennen;7.685107231140137;5.463428497314453;0;0
Ziel;75;D;Augenblicklich reinigt der Sprinter, der den Wind genießt,;das Ziel;und durchtrennt die Ziellinie.;1;0.0;0;1.9;2.7;1.9;Augenblicklich reinigt der Sprinter , der den Wind genießt , das Ziel;Wind;8.096612930297852;9.675854682922363;0;0
Welle;76;A;Direkt surft der Surfer, der die Badehose angezogen hat,;die Welle;bis zum Strand.;0;0.58;0;5.1;1.3;7.0;Direkt surft der Surfer , der die Badehose angezogen hat , die Welle;Badehose;5.781650066375732;5.168385982513428;0;1
Welle;76;B;Direkt surft der Surfer, der den Tagesausflug unternommen hat,;die Welle;bis zum Strand.;0;0.42;0;3.2;1.3;7.0;Direkt surft der Surfer , der den Tagesausflug unternommen hat , die Welle;Tagesausflug;7.181276321411133;6.2952399253845215;0;1
Welle;76;C;Direkt reserviert der Surfer, der die Badehose angezogen hat,;die Welle;bis zum Strand.;0;0.0;0;5.1;1.3;1.5;Direkt reserviert der Surfer , der die Badehose angezogen hat , die Welle;Badehose;7.277582168579102;3.1762983798980713;0;1
Welle;76;D;Direkt reserviert der Surfer, der den Tagesausflug unternommen hat,;die Welle;bis zum Strand.;0;0.0;0;3.2;1.3;1.5;Direkt reserviert der Surfer , der den Tagesausflug unternommen hat , die Welle;Tagesausflug;8.622381210327148;5.15214866399765;0;1
Fahrkarten;77;A;Gut gelaunt kontrollierte der Schaffner, der das Zugabteil betreten hatte,;die Fahrkarten;der Pendler.;0;0.5;1;6.7;3.3;6.6;Gut gelaunt kontrollierte der Schaffner , der das Zugabteil betreten hatte , die Fahrkarten;Zugabteil;6.91015237569809;1.6134834134718403;1;1
Fahrkarten;77;B;Gut gelaunt kontrollierte der Schaffner, der die Mittagspause beendet hatte,;die Fahrkarten;der Pendler.;0;0.42;1;2.8;2.4;6.6;Gut gelaunt kontrollierte der Schaffner , der die Mittagspause beendet hatte , die Fahrkarten;Mittagspause;8.262234091758728;1.7048735902644694;1;1
Fahrkarten;77;C;Gut gelaunt zitierte der Schaffner, der das Zugabteil betreten hatte,;die Fahrkarten;der Pendler.;0;0.0;1;6.7;3.3;1.3;Gut gelaunt zitierte der Schaffner , der das Zugabteil betreten hatte , die Fahrkarten;Zugabteil;9.669116914272308;14.445722132921219;1;1
Fahrkarten;77;D;Gut gelaunt zitierte der Schaffner, der die Mittagspause beendet hatte,;die Fahrkarten;der Pendler.;0;0.0;1;2.8;2.4;1.3;Gut gelaunt zitierte der Schaffner , der die Mittagspause beendet hatte , die Fahrkarten;Mittagspause;11.399470806121826;5.757863074541092;1;1
Leitung;78;A;Am Mittag verlegte der Elektriker, nachdem er den Strom abgeschaltet hatte,;die Leitung;im Gebäude.;0;0.5;1;6.8;4.5;6.2;Am Mittag verlegte der Elektriker , nachdem er den Strom abgeschaltet hatte , die Leitung;Strom;4.245601654052734;7.165389537811279;0;1
Leitung;78;B;Am Mittag verlegte der Elektriker, nachdem er den Anwohner informiert hatte,;die Leitung;im Gebäude.;0;0.41;1;2.2;3.4;6.2;Am Mittag verlegte der Elektriker , nachdem er den Anwohner informiert hatte , die Leitung;Anwohner;5.1036152839660645;5.636566519737244;0;1
Leitung;78;C;Am Mittag verfasste der Elektriker, nachdem er den Strom abgeschaltet hatte,;die Leitung;im Gebäude.;0;0.0;1;6.8;4.5;1.5;Am Mittag verfasste der Elektriker , nachdem er den Strom abgeschaltet hatte , die Leitung;Strom;6.473441123962402;13.81221866607666;0;1
Leitung;78;D;Am Mittag verfasste der Elektriker, nachdem er den Anwohner informiert hatte,;die Leitung;im Gebäude.;0;0.0;1;2.2;3.4;1.5;Am Mittag verfasste der Elektriker , nachdem er den Anwohner informiert hatte , die Leitung;Anwohner;8.955232620239258;14.105009317398071;0;1
Segel;79;A;Langsam hisst der Matrose, nachdem er die Taue gekappt hat,;die Segel;des großen Bootes.;3;0.42;1;5.5;4.4;5.8;Langsam hisst der Matrose , nachdem er die Taue gekappt hat , die Segel;Taue;2.732655763626098;3.4734617329668254;0;1
Segel;79;B;Langsam hisst der Matrose, nachdem er die Handschuhe angezogen hat,;die Segel;des großen Bootes.;3;0.42;1;2.2;2.7;5.8;Langsam hisst der Matrose , nachdem er die Handschuhe angezogen hat , die Segel;Handschuhe;4.578248977661133;2.9495382320601493;0;1
Segel;79;C;Langsam verzehrt der Matrose, nachdem er die Taue gekappt hat,;die Segel;des großen Bootes.;3;0.0;1;5.5;4.4;1.9;Langsam verzehrt der Matrose , nachdem er die Taue gekappt hat , die Segel;Taue;4.61549186706543;8.57177422940731;0;1
Segel;79;D;Langsam verzehrt der Matrose, nachdem er die Handschuhe angezogen hat,;die Segel;des großen Bootes.;3;0.0;1;2.2;2.7;1.9;Langsam verzehrt der Matrose , nachdem er die Handschuhe angezogen hat , die Segel;Handschuhe;7.701941013336182;12.104164600372314;0;1
Gläser;80;A;Direkt entspiegelt der Optiker, nachdem er den Sehtest durchgeführt hat,;die Gläser;und spricht mit dem Kollegen.;0;0.67;1;5.2;1.4;5.8;Direkt entspiegelt der Optiker , nachdem er den Sehtest durchgeführt hat , die Gläser;Sehtest;10.801226615905762;2.3992124602373224;0;1
Gläser;80;B;Direkt entspiegelt der Optiker, nachdem er die Jahresabrechnung aufgestellt hat,;die Gläser;und spricht mit dem Kollegen.;0;0.67;1;1.5;5.0;5.8;Direkt entspiegelt der Optiker , nachdem er die Jahresabrechnung aufgestellt hat , die Gläser;Jahresabrechnung;14.343881607055664;3.8566791312769055;0;1
Gläser;80;C;Direkt verschließt der Optiker, nachdem er den Sehtest durchgeführt hat,;die Gläser;und spricht mit dem Kollegen.;0;0.0;1;5.2;1.4;4.3;Direkt verschließt der Optiker , nachdem er den Sehtest durchgeführt hat , die Gläser;Sehtest;8.23318099975586;5.463209682027809;0;1
Gläser;80;D;Direkt verschließt der Optiker, nachdem er die Jahresabrechnung aufgestellt hat,;die Gläser;und spricht mit dem Kollegen.;0;0.0;1;1.5;5.0;4.3;Direkt verschließt der Optiker , nachdem er die Jahresabrechnung aufgestellt hat , die Gläser;Jahresabrechnung;7.452287673950195;11.097228720784187;0;1
Korb;81;A;Auf der Stelle wirft der Basketballer, der den Ball gedribbelt hat,;den Korb;und holt einen Punkt.;0;0.83;0;6.0;4.8;4.8;Auf der Stelle wirft der Basketballer , der den Ball gedribbelt hat , den Korb;Ball;4.5721516609191895;6.855731695890427;0;1
Korb;81;B;Auf der Stelle wirft der Basketballer, der die Sitzbank verlassen hat,;den Korb;und holt einen Punkt.;0;0.5;0;2.9;1.8;4.8;Auf der Stelle wirft der Basketballer , der die Sitzbank verlassen hat , den Korb;Sitzbank;5.210212230682373;6.009097993373871;0;1
Korb;81;C;Auf der Stelle bucht der Basketballer, der den Ball gedribbelt hat,;den Korb;und holt einen Punkt.;0;0.0;0;6.0;4.8;1.8;Auf der Stelle bucht der Basketballer , der den Ball gedribbelt hat , den Korb;Ball;6.199275493621826;5.429483123123646;0;1
Korb;81;D;Auf der Stelle bucht der Basketballer, der die Sitzbank verlassen hat,;den Korb;und holt einen Punkt.;0;0.0;0;2.9;1.8;1.8;Auf der Stelle bucht der Basketballer , der die Sitzbank verlassen hat , den Korb;Sitzbank;7.846662044525146;3.4112931974232197;0;1
Muschel;82;A;Ohne zu zögern knackt der Perlentaucher, der den Meeresgrund erreicht hat,;die Muschel;und holt die Perle.;0;0.92;0;6.2;1.5;4.2;Ohne zu zögern knackt der Perlentaucher , der den Meeresgrund erreicht hat , die Muschel;Meeresgrund;8.26149845123291;2.16673688380979;0;1
Muschel;82;B;Ohne zu zögern knackt der Perlentaucher, der die Taschenlampe angemacht hat,;die Muschel;und holt die Perle.;0;0.75;0;1.0;1.2;4.2;Ohne zu zögern knackt der Perlentaucher , der die Taschenlampe angemacht hat , die Muschel;Taschenlampe;10.6425199508667;10.713752824813128;0;1
Muschel;82;C;Ohne zu zögern verknotet der Perlentaucher, die den Meeresgrund erreicht hat,;die Muschel;und holt die Perle.;0;0.0;0;6.2;1.5;1.4;Ohne zu zögern verknotet der Perlentaucher , die den Meeresgrund erreicht hat , die Muschel;Meeresgrund;7.564737796783447;9.3377062282525;0;1
Muschel;82;D;Ohne zu zögern verknotet der Perlentaucher, der die Taschenlampe angemacht hat,;die Muschel;und holt die Perle.;0;0.0;0;1.0;1.2;1.4;Ohne zu zögern verknotet der Perlentaucher , der die Taschenlampe angemacht hat , die Muschel;Taschenlampe;9.83818531036377;13.330684438347816;0;1
Bogen;83;A;Umsichtig spannt der Schütze, der den Pfeil gespitzt hat,;den Bogen;und feuert den Pfeil ab.;0;1.0;0;7.0;2.1;6.7;Umsichtig spannt der Schütze , der den Pfeil gespitzt hat , den Bogen;Pfeil;3.29079818725586;0.24211963033303618;0;1
Bogen;83;B;Umsichtig spannt der Schütze, der das Laub zusammengekehrt hat,;den Bogen;und feuert den Pfeil ab.;0;0.67;0;1.5;1.2;6.7;Umsichtig spannt der Schütze , der das Laub zusammengekehrt hat , den Bogen;Laub;4.3041605949401855;4.642530798912048;0;1
Bogen;83;C;Umsichtig tippt der Schütze, der den Pfeil gespitzt hat,;den Bogen;und feuert den Pfeil ab.;0;0.08;0;7.0;2.1;1.2;Umsichtig tippt der Schütze , der den Pfeil gespitzt hat , den Bogen;Pfeil;5.328001022338867;3.0399886444211006;0;1
Bogen;83;D;Umsichtig tippt der Schütze, der das Laub zusammengekehrt hat,;den Bogen;und feuert den Pfeil ab.;0;0.0;0;1.5;1.2;1.2;Umsichtig tippt der Schütze , der das Laub zusammengekehrt hat , den Bogen;Laub;5.322584629058838;9.315930604934692;0;1
Ziegel;84;A;Schnell verlegte der Dachdecker, der das Dach abdeckte,;die Ziegel;und beendete den Arbeitstag.;0;0.58;1;7.0;4.8;4.2;Schnell verlegte der Dachdecker , der das Dach abdeckte , die Ziegel;Dach;8.986288070678711;6.668420076370239;0;1
Ziegel;84;B;Schnell verlegte der Dachdecker, der den Ehering auszog,;die Ziegel;und beendete den Arbeitstag.;0;0.5;1;1.2;1.6;4.2;Schnell verlegte der Dachdecker , der den Ehering auszog , die Ziegel;Ehering;10.64147663116455;6.123904168605804;0;1
Ziegel;84;C;Schnell naschte der Dachdecker, der das Dach abdeckte,;die Ziegel;und beendete den Arbeitstag.;0;0.0;1;7.0;4.8;1.0;Schnell naschte der Dachdecker , der das Dach abdeckte , die Ziegel;Dach;9.107234001159668;12.307648658752441;0;1
Ziegel;84;D;Schnell naschte der Dachdecker, der den Ehering auszog,;die Ziegel;und beendete den Arbeitstag.;0;0.0;1;1.2;1.6;1.0;Schnell naschte der Dachdecker , der den Ehering auszog , die Ziegel;Ehering;12.220252990722656;13.429997444152832;0;1
Kartons;85;A;Zuerst stapelt der Umzugshelfer, der den Umzugswagen gefahren hat,;die Kartons;und die Kisten.;0;0.58;1;6.5;1.9;5.5;Zuerst stapelt der Umzugshelfer , der den Umzugswagen gefahren hat , die Kartons;Umzugswagen;8.265160392969847;2.313383311033249;1;1
Kartons;85;B;Zuerst stapelt der Umzugshelfer, der die Firma gegründet hat,;die Kartons;und die Kisten.;0;0.67;1;4.4;1.1;5.5;Zuerst stapelt der Umzugshelfer , der die Firma gegründet hat , die Kartons;Firma;7.0689312517642975;3.1134046828374267;1;1
Kartons;85;C;Zuerst serviert der Umzugshelfer, der den Umzugswagen gefahren hat,;die Kartons;und die Kisten.;0;0.0;1;6.5;1.9;2.0;Zuerst serviert der Umzugshelfer , der den Umzugswagen gefahren hat , die Kartons;Umzugswagen;15.315120339393616;5.321004584431648;1;1
Kartons;85;D;Zuerst serviert der Umzugshelfer, der die Firma gegründet hat,;die Kartons;und die Kisten.;0;0.0;1;4.4;1.1;2.0;Zuerst serviert der Umzugshelfer , der die Firma gegründet hat , die Kartons;Firma;13.872121959924698;8.010530591011047;1;1
Unterricht;86;A;Heute früh schwänzte der Schüler, der die Klasse wiederholt hatte,;den Unterricht;und wurde erwischt.;2;0.5;0;7.0;5.9;6.7;Heute früh schwänzte der Schüler , der die Klasse wiederholt hatte , den Unterricht;Klasse;0.3266572654247284;0.3126711854711175;0;1
Unterricht;86;B;Heute früh schwänzte der Schüler, der das Handy verloren hatte,;den Unterricht;und wurde erwischt.;2;0.33;0;3.8;1.8;6.7;Heute früh schwänzte der Schüler , der das Handy verloren hatte , den Unterricht;Handy;0.4566360712051391;0.34433405846357346;0;1
Unterricht;86;C;Heute früh dekorierte der Schüler, der die Klasse wiederholt hatte,;den Unterricht;und wurde erwischt.;2;0.0;0;7.0;5.9;1.7;Heute früh dekorierte der Schüler , der die Klasse wiederholt hatte , den Unterricht;Klasse;7.0999016761779785;5.184452123939991;0;1
Unterricht;86;D;Heute früh dekorierte der Schüler, der das Handy verloren hatte,;den Unterricht;und wurde erwischt.;2;0.0;0;3.8;1.8;1.7;Heute früh dekorierte der Schüler , der das Handy verloren hatte , den Unterricht;Handy;9.788623809814451;7.796655237674713;0;1
Ausweis;87;A;Am Abend kontrollierte der Türsteher, der den Geldbeutel durchsuchte,;den Ausweis;und ließ die Frau in den Club.;0;0.33;1;6.4;3.3;6.6;Am Abend kontrollierte der Türsteher , der den Geldbeutel durchsuchte , den Ausweis;Geldbeutel;9.232142448425291;2.8774150982499123;0;1
Ausweis;87;B;Am Abend kontrollierte der Türsteher, der die Nachtluft genoss,;den Ausweis;und ließ die Frau in den Club.;0;0.25;1;2.0;1.2;6.6;Am Abend kontrollierte der Türsteher , der die Nachtluft genoss , den Ausweis;Nachtluft;9.864056587219238;8.28943419456482;0;1
Ausweis;87;C;Am Abend probierte der Türsteher, der den Geldbeutel durchsuchte,;den Ausweis;und ließ die Frau in den Club.;0;0.0;1;6.4;3.3;1.5;Am Abend probierte der Türsteher , der den Geldbeutel durchsuchte , den Ausweis;Geldbeutel;8.384666442871094;5.832685202360153;0;1
Ausweis;87;D;Am Abend probierte der Türsteher, der die Nachtluft genoss,;den Ausweis;und ließ die Frau in den Club.;0;0.0;1;2.0;1.2;1.5;Am Abend probierte der Türsteher , der die Nachtluft genoss , den Ausweis;Nachtluft;10.75245761871338;12.673306465148926;0;1
Windel;88;A;Umsichtig wechselte der Babysitter, der das Baby geweckt hatte,;die Windel;und warf sie in den Abfall.;0;0.92;1;6.7;2.4;6.5;Umsichtig wechselte der Babysitter , der das Baby geweckt hatte , die Windel;Baby;7.597458481788635;1.6929002702236176;1;1
Windel;88;B;Umsichtig wechselte der Babysitter, der den Obstsalat zubereitet hatte,;die Windel;und warf sie in den Abfall.;0;0.83;1;1.0;1.1;6.5;Umsichtig wechselte der Babysitter , der den Obstsalat zubereitet hatte , die Windel;Obstsalat;9.594917893409727;13.277174949645996;1;1
Windel;88;C;Umsichtig bastelte der Babysitter, der das Baby geweckt hatte,;die Windel;und warf sie in den Abfall.;0;0.08;1;6.7;2.4;1.5;Umsichtig bastelte der Babysitter , der das Baby geweckt hatte , die Windel;Baby;11.563634276390076;6.558691054582596;1;1
Windel;88;D;Umsichtig bastelte der Babysitter, der den Obstsalat zubereitet hatte,;die Windel;und warf sie in den Abfall.;0;0.0;1;1.0;1.1;1.5;Umsichtig bastelte der Babysitter , der den Obstsalat zubereitet hatte , die Windel;Obstsalat;14.033488988876345;14.521420240402222;1;1
Gewichte;89;A;Langsam stemmte der Bodybuilder, der das Fitnessstudio betreten hatte,;die Gewichte;in die Höhe.;0;0.5;1;6.7;1.6;6.7;Langsam stemmte der Bodybuilder , der das Fitnessstudio betreten hatte , die Gewichte;Fitnessstudio;8.16609001159668;4.616757340729237;0;1
Gewichte;89;B;Langsam stemmte der Bodybuilder, der das Licht angemacht hatte,;die Gewichte;in die Höhe.;0;0.42;1;1.7;2.0;6.7;Langsam stemmte der Bodybuilder , der das Licht angemacht hatte , die Gewichte;Licht;7.534386157989502;9.8970856256783;0;1
Gewichte;89;C;Langsam verdaute der Bodybuilder, der das Fitnessstudio betreten hatte,;die Gewichte;in die Höhe.;0;0.0;1;6.7;1.6;2.0;Langsam verdaute der Bodybuilder , der das Fitnessstudio betreten hatte , die Gewichte;Fitnessstudio;14.150486946105955;10.576062679290771;0;1
Gewichte;89;D;Langsam verdaute der Bodybuilder, der das Licht angemacht hatte,;die Gewichte;in die Höhe.;0;0.0;1;1.7;2.0;2.0;Langsam verdaute der Bodybuilder , der das Licht angemacht hatte , die Gewichte;Licht;14.017913818359377;18.101242065429688;0;1
Rohr;90;A;Umsichtig repariert der Klempner, der das Wasser ausgestellt hat,;das Rohr;im Badezimmer.;0;0.17;1;6.4;1.5;5.5;Umsichtig repariert der Klempner , der das Wasser ausgestellt hat , das Rohr;Wasser;4.3877854347229;2.665508304955438;0;1
Rohr;90;B;Umsichtig repariert der Klempner, der den Kirchenchor geleitet hat,;das Rohr;im Badezimmer.;0;0.25;1;1.3;4.6;5.5;Umsichtig repariert der Klempner , der den Kirchenchor geleitet hat , das Rohr;Kirchenchor;7.449901580810547;3.7541755762067623;0;1
Rohr;90;C;Umsichtig nascht der Klempner, der das Wasser ausgestellt hat,;das Rohr;im Badezimmer.;0;0.0;1;6.4;1.5;1.1;Umsichtig nascht der Klempner , der das Wasser ausgestellt hat , das Rohr;Wasser;6.918677806854248;6.419214675668627;0;1
Rohr;90;D;Umsichtig nascht der Klempner, der den Kirchenchor geleitet hat,;das Rohr;im Badezimmer.;0;0.0;1;1.3;4.6;1.1;Umsichtig nascht der Klempner , der den Kirchenchor geleitet hat , das Rohr;Kirchenchor;9.363779067993164;12.544436573982239;0;1
Artikel;91;A;Schnell schreibt der Journalist, der die Recherche durchgeführt hat,;den Artikel;für die nächste Ausgabe.;0;0.5;0;6.4;1.5;6.1;Schnell schreibt der Journalist , der die Recherche durchgeführt hat , den Artikel;Recherche;3.219542980194092;1.8874870538711548;0;0
Artikel;91;B;Schnell schreibt der Journalist, der das Portemonnaie gefunden hat,;den Artikel;für die nächste Ausgabe.;0;0.25;0;2.5;5.4;6.1;Schnell schreibt der Journalist , der das Portemonnaie gefunden hat , den Artikel;Portemonnaie;4.158228874206543;3.2858598232269287;0;0
Artikel;91;C;Schnell lenkt der Journalist, der die Recherche durchgeführt hat,;den Artikel;für die nächste Ausgabe.;0;0.0;0;6.4;1.5;2.3;Schnell lenkt der Journalist , der die Recherche durchgeführt hat , den Artikel;Recherche;10.412407875061035;9.194395065307617;0;0
Artikel;91;D;Schnell lenkt der Journalist, der das Portemonnaie gefunden hat,;den Artikel;für die nächste Ausgabe.;0;0.0;0;2.5;5.4;2.3;Schnell lenkt der Journalist , der das Portemonnaie gefunden hat , den Artikel;Portemonnaie;10.515877723693848;12.355026245117188;0;0
Reifen;92;A;Heute Morgen flickte der Radler, der die Luftpumpe benutzt hatte,;den Reifen;an seinem Rad.;0;0.67;1;6.8;4.1;6.7;Heute Morgen flickte der Radler , der die Luftpumpe benutzt hatte , den Reifen;Luftpumpe;5.91901969909668;3.55548644810915;0;1
Reifen;92;B;Heute Morgen flickte der Radler, der den Schrank abgeschlossen hatte,;den Reifen;an seinem Rad.;0;0.67;1;1.2;1.8;6.7;Heute Morgen flickte der Radler , der den Schrank abgeschlossen hatte , den Reifen;Schrank;8.50770092010498;4.405462622642517;0;1
Reifen;92;C;Heute Morgen trank der Radler, der die Luftpumpe benutzt hatte,;den Reifen;an seinem Rad.;0;0.0;1;6.8;4.1;1.1;Heute Morgen trank der Radler , der die Luftpumpe benutzt hatte , den Reifen;Luftpumpe;13.99757194519043;15.063055992126465;0;1
Reifen;92;D;Heute Morgen trank der Radler, der den Schrank abgeschlossen hatte,;den Reifen;an seinem Rad.;0;0.0;1;1.2;1.8;1.1;Heute Morgen trank der Radler , der den Schrank abgeschlossen hatte , den Reifen;Schrank;14.510334968566896;18.955552101135254;0;1
Briefkasten;93;A;Umgehend entleert der Postbote, der das Postauto geparkt hat,;den Briefkasten;und fährt weiter.;2;0.58;1;6.2;1.3;6.3;Umgehend entleert der Postbote , der das Postauto geparkt hat , den Briefkasten;Postauto;4.343052387237549;1.8301274592522532;1;1
Briefkasten;93;B;Umgehend entleert der Postbote, der den Kugelschreiber verloren hat,;den Briefkasten;und fährt weiter.;2;0.58;1;2.5;2.0;6.3;Umgehend entleert der Postbote , der den Kugelschreiber verloren hat , den Briefkasten;Kugelschreiber;4.8383402824401855;1.9214881004299968;1;1
Briefkasten;93;C;Umgehend verdrückt der Postbote, der das Postauto geparkt hat,;den Briefkasten;und fährt weiter.;2;0.0;1;6.2;1.3;1.1;Umgehend verdrückt der Postbote , der das Postauto geparkt hat , den Briefkasten;Postauto;7.746021509170532;8.90976260136813;1;1
Briefkasten;93;D;Umgehend verdrückt der Postbote, der den Kugelschreiber verloren hat,;den Briefkasten;und fährt weiter.;2;0.0;1;2.5;2.0;1.1;Umgehend verdrückt der Postbote , der den Kugelschreiber verloren hat , den Briefkasten;Kugelschreiber;9.169303178787231;10.670513367280364;1;1
Drogen;94;A;Hektisch kauft der Junkie, der den Dealer angerufen hat,;die Drogen;für die nächste Woche.;0;0.5;1;6.8;2.2;4.7;Hektisch kauft der Junkie , der den Dealer angerufen hat , die Drogen;Dealer;5.519701480865479;2.450097441673279;0;1
Drogen;94;B;Hektisch kauft der Junkie, der die Kapuze aufgezogen hat,;die Drogen;für die nächste Woche.;0;0.5;1;2.1;2.2;4.7;Hektisch kauft der Junkie , der die Kapuze aufgezogen hat , die Drogen;Kapuze;6.945323944091797;4.915210127830505;0;1
Drogen;94;C;Hektisch näht der Junkie, der den Dealer angerufen hat,;die Drogen;für die nächste Woche.;0;0.0;1;6.8;2.2;1.1;Hektisch näht der Junkie , der den Dealer angerufen hat , die Drogen;Dealer;8.153055191040039;5.728884547948837;0;1
Drogen;94;D;Hektisch näht der Junkie, der die Kapuze aufgezogen hat,;die Drogen;für die nächste Woche.;0;0.08;1;2.1;2.2;1.1;Hektisch näht der Junkie , der die Kapuze aufgezogen hat , die Drogen;Kapuze;11.034889221191406;5.923373579978943;0;1
Tonne;95;A;Zügig leerte der Müllmann, der den Müllwagen geparkt hatte,;die Tonne;und sprang auf den Müllwagen.;0;0.75;1;6.4;1.8;5.8;Zügig leerte der Müllmann , der den Müllwagen geparkt hatte , die Tonne;Müllwagen;7.675355434417725;3.5275073647499084;0;1
Tonne;95;B;Zügig leerte der Müllmann, der den Hausbesitzer gegrüßt hatte,;die Tonne;und sprang auf den Müllwagen.;0;0.75;1;4.2;1.1;5.8;Zügig leerte der Müllmann , der den Hausbesitzer gegrüßt hatte , die Tonne;Hausbesitzer;8.575843811035156;3.0704293847084045;0;1
Tonne;95;C;Zügig bastelte der Müllmann, der den Müllwagen geparkt hatte,;die Tonne;und sprang auf den Müllwagen.;0;0.0;1;6.4;1.8;1.8;Zügig bastelte der Müllmann , der den Müllwagen geparkt hatte , die Tonne;Müllwagen;10.971293449401855;9.08874797821045;0;1
Tonne;95;D;Zügig bastelte der Müllmann, der den Hausbesitzer gegrüßt hatte,;die Tonne;und sprang auf den Müllwagen.;0;0.0;1;4.2;1.1;1.8;Zügig bastelte der Müllmann , der den Hausbesitzer gegrüßt hatte , die Tonne;Hausbesitzer;11.981200218200684;7.335681438446045;0;1
Peitsche;96;A;Hektisch knallte der Reiter, der das Pferd ritt,;die Peitsche;und gab die Sporen.;2;0.58;1;6.0;5.6;5.8;Hektisch knallte der Reiter , der das Pferd ritt , die Peitsche;Pferd;9.37807109579444;2.969933074899018;1;1
Peitsche;96;B;Hektisch knallte der Reiter, der die Landschaft durchquerte,;die Peitsche;und gab die Sporen.;2;0.5;1;1.2;1.2;5.8;Hektisch knallte der Reiter , der die Landschaft durchquerte , die Peitsche;Landschaft;9.601555585861206;2.716950469650328;1;1
Peitsche;96;C;Hektisch verfasste der Reiter, der das Pferd ritt,;die Peitsche;und gab die Sporen.;2;0.0;1;6.0;5.6;1.1;Hektisch verfasste der Reiter , der das Pferd ritt , die Peitsche;Pferd;12.72596051543951;13.725658114999533;1;1
Peitsche;96;D;Hektisch verfasste der Reiter, der die Landschaft durchquerte,;die Peitsche;und gab die Sporen.;2;0.0;1;1.2;1.2;1.1;Hektisch verfasste der Reiter , der die Landschaft durchquerte , die Peitsche;Landschaft;14.937871515750883;15.462416969239712;1;1
Waffe;97;A;Nach kurzem Überlegen zückte der Gangster, der die Bank überfiel,;die Waffe;und verlangte das Geld.;0;0.58;1;3.9;6.5;6.1;Nach kurzem Überlegen zückte der Gangster , der die Bank überfiel , die Waffe;Bank;2.711726427078247;2.151732189115137;0;1
Waffe;97;B;Nach kurzem Überlegen zückte der Gangster, der den Bus betrat,;die Waffe;und verlangte das Geld.;0;0.58;1;1.3;1.1;6.1;Nach kurzem Überlegen zückte der Gangster , der den Bus betrat , die Waffe;Bus;2.0904266834259038;1.2992466097930446;0;1
Waffe;97;C;Nach kurzem Überlegen gründete der Gangster, der die Bank überfiel,;die Waffe;und verlangte das Geld.;0;0.0;1;3.9;6.5;1.4;Nach kurzem Überlegen gründete der Gangster , der die Bank überfiel , die Waffe;Bank;10.370694160461426;11.496600568294525;0;1
Waffe;97;D;Nach kurzem Überlegen gründete der Gangster, der den Bus betrat,;die Waffe;und verlangte das Geld.;0;0.0;1;1.3;1.1;1.4;Nach kurzem Überlegen gründete der Gangster , der den Bus betrat , die Waffe;Bus;10.508034706115724;9.705130208283663;0;1
Schiff;98;A;Zufrieden kaperte der Pirat, der die Flagge hisste,;das Schiff;und übernahm das Kommando.;0;0.92;1;6.2;5.1;6.8;Zufrieden kaperte der Pirat , der die Flagge hisste , das Schiff;Flagge;1.11371910572052;0.7664710283279419;0;0
Schiff;98;B;Zufrieden kaperte der Pirat, der die Fehde austrug,;das Schiff;und übernahm das Kommando.;0;0.92;1;2.3;1.4;6.8;Zufrieden kaperte der Pirat , der die Fehde austrug , das Schiff;Fehde;1.018498778343201;1.4069544076919556;0;0
Schiff;98;C;Zufrieden verrührte der Pirat, der die Flagge hisste,;das Schiff;und übernahm das Kommando.;0;0.0;1;6.2;5.1;1.1;Zufrieden verrührte der Pirat , der die Flagge hisste , das Schiff;Flagge;1.826332449913025;7.618924617767334;0;0
